State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Description,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,25th Percentile,75th Percentile,Notes,Source,Location
Maryland,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women,CHL-CH,Percentage of Sexually Active Women Screened: 16-20,2015,Medicaid & CHIP,Administrative,59.4,41,47.6,43.0,53.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.0724, -76.7902)"
Texas,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,CHIP only,Administrative,,16,27.9,22.6,36.2,NR = State did not report the measure for this population,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(31.106, -97.6475)"
South Carolina,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2015,Medicaid,Administrative,54.7,34,57.8,49.5,63.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(33.8191, -80.9066)"
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2015,Medicaid & Dual Eligibles,Hybrid,82.6,29,76.6,9.7,82.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.0646, -105.3272)"
Mississippi,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,46.4,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.7673, -89.6812)"
Colorado,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid & CHIP,Administrative,33.8,37,59.0,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.0646, -105.3272)"
Georgia,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with 1 Follow-Up Visit During the Initiation Phase,2015,Medicaid & CHIP,Administrative,35.5,37,48.0,35.5,53.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.9866, -83.6487)"
Oregon,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2015,Medicaid & CHIP & Dual Eligibles,Administrative,50.6,35,57.1,54.5,64.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(44.5672, -122.1269)"
Oregon,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2015,Medicaid & CHIP & Dual Eligibles,Hybrid,44.7,34,57.8,49.5,63.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(44.5672, -122.1269)"
Indiana,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 12-19 years,2015,Medicaid & CHIP,Administrative,91.0,44,90.0,86.2,91.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.8647, -86.2604)"
Alabama,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-CH,Percentage of Discharges with a Follow-Up Visit within 7 Days: 6-20,2015,Medicaid only,NR,,33,45.7,32.7,67.0,NR = State did not report the measure for this population,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.799, -86.8073)"
New York,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Strategies,2015,Medicaid & Dual Eligibles,NAM CAHPS,47.2,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(42.1497, -74.9384)"
Louisiana,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated Treatment: 18-64,2015,Medicaid & CHIP,Administrative,36.9,26,37.1,32.2,42.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(31.1801, -91.8749)"
Idaho,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 12-19 years,2015,Medicaid & CHIP,Administrative,67.3,44,90.0,86.2,91.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(44.2394, -114.5103)"
Massachusetts,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents,HPV-CH,Percentage Receiving Three Vaccine Doses Before Age 13,2015,Medicaid & CHIP,Hybrid,21.1,36,20.8,14.5,23.9,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(42.2373, -71.5314)"
Iowa,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 7-11 years,2015,CHIP only,Administrative,94.0,44,91.5,87.9,93.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(42.0046, -93.214)"
Missouri,Behavioral Health Care,Adult Core Set,Adherence to Antipsychotics for Individuals with Schizophrenia,SAA-AD,Percentage with Schizophrenia who Remained on Antipsychotic Medication: 19-64,2015,Medicaid & CHIP,Administrative,63.1,25,62.4,58.1,68.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(38.4623, -92.302)"
Rhode Island,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2015,Medicaid & CHIP,Hybrid,69.9,36,56.0,45.2,62.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(41.6772, -71.5101)"
Pennsylvania,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,Medicaid only,Hybrid,83.8,37,82.0,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(40.5773, -77.264)"
Iowa,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2015,Medicaid,Administrative,65.2,36,56.0,45.2,62.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(42.0046, -93.214)"
Arkansas,Primary Care Access and Preventive Care,Child Core Set,Immunization Status for Adolescents,IMA-CH,Percentage Up-to-Date on Immunizations (Combination 1),2015,Medicaid & CHIP,Hybrid,35.4,38,67.4,56.8,78.7,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(34.9513, -92.3809)"
South Carolina,Maternal and Perinatal Health,Child Core Set,"Live Births Weighing Less Than 2,500 Grams",LBW-CH,"Percentage of Live Births Weighing Less Than 2,500 Grams [Lower rates are better]",2015,Medicaid & CHIP,Administrative,10.9,25,8.9,8.1,10.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(33.8191, -80.9066)"
Georgia,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services,PDENT-CH,Percentage with At Least One Preventive Dental Service,2015,Medicaid only,Administrative,51.7,51,47.4,40.1,50.0,,"Mathematica analysis of FFY 2015 Form CMS-416 reports(annual EPSDT report), Lines 1b and 12b.","(32.9866, -83.6487)"
North Carolina,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-CH,Percentage of Discharges with a Follow-Up Visit within 7 Days: 6-20,2015,Medicaid only,Administrative,38.2,33,45.7,32.7,67.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(35.6411, -79.8431)"
Iowa,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with At Least 2 Follow-Up Visits During the Continuation and Maintenance Phase,2015,Medicaid only,Administrative,38.1,37,59.0,44.4,64.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(42.0046, -93.214)"
Kentucky,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women,CHL-CH,Percentage of Sexually Active Women Screened: 16-20,2015,Medicaid & CHIP,Administrative,48.9,41,47.6,43.0,53.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(37.669, -84.6514)"
New Hampshire,Maternal and Perinatal Health,Child Core Set,Frequency of Ongoing Prenatal Care ,FPC-CH,Percentage with More Than 80 Percent of Expected Prenatal Visits,2015,Medicaid only,Hybrid,72.2,29,64.4,57.0,71.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(43.4108, -71.5653)"
Mississippi,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,CHIP only,Administrative,,16,27.9,22.6,36.2,# = Rate not reported because denominator is less than 30,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.7673, -89.6812)"
Idaho,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Discussed Cessation Strategies,2015,Medicaid & Dual Eligibles,NAM CAHPS,32.7,47,37.8,34.4,42.9,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(44.2394, -114.5103)"
Ohio,Maternal and Perinatal Health,Child Core Set,Timeliness of Prenatal Care,PPC-CH,Percentage with a Prenatal Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2015,Medicaid & CHIP,Administrative & Hybrid,83.9,37,82.0,75.5,85.4,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(40.3736, -82.7755)"
Rhode Island,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3),2015,Medicaid & CHIP,Hybrid,81.9,39,67.1,63.4,73.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(41.6772, -71.5101)"
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2015,Medicaid,Hybrid,85.5,37,81.9,77.6,85.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(40.5773, -77.264)"
Tennessee,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2015,Medicaid,Administrative,75.9,30,57.3,45.6,69.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(35.7449, -86.7489)"
Maine,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women,CHL-CH,Percentage of Sexually Active Women Screened: 16-20,2015,Medicaid & CHIP,Administrative,38.8,41,47.6,43.0,53.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(44.6074, -69.3977)"
Kentucky,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,77.0,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(37.669, -84.6514)"
Nebraska,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period:  Total,2015,Medicaid & CHIP,Administrative,27.1,33,24.3,22.1,34.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(41.1289, -98.2883)"
Alabama,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period:  Total,2015,CHIP only,Administrative,22.6,33,24.3,22.1,34.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.799, -86.8073)"
Texas,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Dependence Treatment,IET-AD,Percentage with Alcohol or Drug Dependence who Initiated and Engaged in Treatment: 18-64,2015,Medicaid,Administrative,4.9,26,14.7,6.9,20.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(31.106, -97.6475)"
Tennessee,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department Visits,AMB-CH,"ED Visits per 1,000 Enrollee-Months [Lower rates are better]",2015,CHIP only,Administrative,25.5,39,44.2,37.8,51.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(35.7449, -86.7489)"
Michigan,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 7-11 years,2015,Medicaid only,Administrative,91.1,44,91.5,87.9,93.5,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(43.3504, -84.5603)"
Georgia,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period: 19-20 Years,2015,Medicaid & CHIP,Administrative,29.6,16,27.9,22.6,36.2,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(32.9866, -83.6487)"
Rhode Island,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2015,Medicaid & CHIP,Administrative,86.0,32,85.6,82.8,88.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(41.6772, -71.5101)"
Massachusetts,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma,MMA-CH,Percentage Dispensed Appropriate Medication And Remained on Medication for at Least 75 Percent of Treatment Period:  Total,2015,Medicaid & CHIP,Administrative,22.1,33,24.3,22.1,34.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(42.2373, -71.5314)"
Oklahoma,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation,MSC-AD,Percentage of Tobacco Users Advised to Quit,2015,Medicaid & Dual Eligibles,NAM CAHPS,73.2,47,73.7,71.6,77.0,,"2014 – 2015 Nationwide Adult Medicaid Consumer Assessment of Healthcare Providers and Systems (NAM CAHPS) survey, conducted by the Center for Medicaid and CHIP Services (CMCS).","(35.5376, -96.9247)"
Maryland,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Prescribed ADHD Medication,ADD-CH,Percentage with 1 Follow-Up Visit During the Initiation Phase,2015,Medicaid & CHIP,Administrative,27.4,37,48.0,35.5,53.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.0724, -76.7902)"
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3),2015,Medicaid & CHIP,Hybrid,71.7,39,67.1,63.4,73.8,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(34.8375, -106.2371)"
Louisiana,Primary Care Access and Preventive Care,Child Core Set,Body Mass Index Assessment for Children and Adolescents,WCC-CH,Percentage with a BMI Percentile Documented: 3-17,2015,Medicaid & CHIP,Hybrid,29.9,33,53.0,21.0,68.1,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(31.1801, -91.8749)"
Pennsylvania,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2015,Medicaid,Administrative,63.3,33,51.5,45.2,56.3,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(40.5773, -77.264)"
Delaware,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits,AWC-CH,Percentage with 1 or More Visits,2015,Medicaid & CHIP,Hybrid,50.2,46,45.5,37.8,56.0,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(39.3498, -75.5148)"
Rhode Island,Primary Care Access and Preventive Care,Child Core Set,Child and Adolescent Access to Primary Care Practitioners,CAP-CH,Percentage with a PCP Visit in the Past Two Years: 12-19 years,2015,Medicaid & CHIP,Administrative,95.7,44,90.0,86.2,91.6,,Mathematica analysis of MACPro reports for the FFY 2015 reporting cycle.,"(41.6772, -71.5101)"
